========================================================================================================================,,,,,,,
File Design Information:,,,,,,,
,,,,,,,
Date:       19/12/23,,,,,,,
Time:       15:40,,,,,,,
Revision:   Not in VersionControl,,,,,,,
Variant:    no dnp,,,,,,,
Units used: mm,,,,,,,
,,,,,,,
Designator,Comment,Layer,Footprint,Center-X(mm),Center-Y(mm),Rotation,Description
R21,1k,TopLayer,0603_R,82.2507,68.199,180,贴片电阻
R19,1k,TopLayer,0603_R,51.1683,23.876,360,贴片电阻
R20,510Ω,TopLayer,0603_R,151.8915,19.6977,270,贴片电阻
R18,1k,TopLayer,0603_R,35.4983,23.9268,360,贴片电阻
R17,510Ω,TopLayer,0603_R,144.018,19.6723,270,贴片电阻
R16,100k,TopLayer,0603_R,44.8077,23.749,180,贴片电阻
R15,100k,TopLayer,0603_R,28.9117,23.749,180,贴片电阻
R14,10k,TopLayer,0603_R,44.8073,25.4,360,贴片电阻
R13,10k,TopLayer,0603_R,28.9113,25.4,360,贴片电阻
R12,10k,TopLayer,0603_R,82.2833,72.39,360,贴片电阻
R11,10k,TopLayer,0603_R,91.0336,61.0997,90,贴片电阻
R9,10k,TopLayer,0603_R,54.0258,71.7423,90,贴片电阻
R6,6.8k,TopLayer,0603_R,31.242,52.1843,90,贴片电阻
R5,10k,TopLayer,0603_R,34.7853,47.244,180,贴片电阻
R4,51k,TopLayer,0603_R,19.2507,37.2872,180,贴片电阻
R3,51k,TopLayer,0603_R,31.242,55.5625,90,贴片电阻
R2,51k,TopLayer,0603_R,30.9753,47.244,180,贴片电阻
R1,51k,TopLayer,0603_R,15.7507,37.2872,180,贴片电阻
Q8,S8050,TopLayer,SOT-23_3,92.6465,30.33,180,
Q7,S8050,TopLayer,SOT-23_3,84.4725,30.33,180,
Q4,S8050,TopLayer,SOT-23_3,76.3985,30.33,180,
Q3,S8050,TopLayer,SOT-23_3,50.5475,30.33,180,
Q2,S8050,TopLayer,SOT-23_3,34.7345,30.33,180,
Q1,CJ2301,TopLayer,SOT-23_3,15.9725,32.0572,180,
P12,USB-A-Double,TopLayer,USB-A-Double,128.617,13.2723,0,
P14,8PIN,TopLayer,HT-3.96mm-8P,169.8949,10.187,360,
P4,8PIN,TopLayer,HT-3.96mm-8P,38.0569,10.187,360,
P1,HT396R-3.96-2P,TopLayer,HT-3.96mm-2P-LC,18.057,10.187,0,
L2,10uH/20%/1.5A,TopLayer,L_4.0*4.0,28.321,62.992,0,"SMD,电感值10uH,精度±20%,额定电流1.5A"
L1,10uH/20%/1.5A,TopLayer,L_4.0*4.0,16.6,42.164,360,"SMD,电感值10uH,精度±20%,额定电流1.5A"
D7,LED_GREEN,TopLayer,0603_LED,169.0497,55.88,180,LED
D5,1N4148,TopLayer,SOD-123-L2.8-W1.8,58.568,21.5138,360,
D4,LED_GREEN,TopLayer,0603_LED,82.2833,70.358,0,LED
D3,LED_GREEN,TopLayer,0603_LED,56.1848,71.6407,90,LED
D1,SMBJ26CA,TopLayer,SMB,18.81,24.13,180,SMBJ26CA
C35,22pF,TopLayer,0603_C,128.397,35.9791,90,
C34,22pF,TopLayer,0603_C,128.397,39.3827,270,
C33,0.1uF,TopLayer,0603_C,129.1717,43.942,360,C0805
C32,0.1uF,TopLayer,0603_C,121.1453,25.781,360,
C31,10uF/16V,TopLayer,CASE-A_3216,132.842,26.85,270,Capacitor-P
C30,0.1uF,TopLayer,0603_C,135.382,27.8637,90,C0805
C29,0.1uF,TopLayer,0603_C,132.9817,55.118,180,C0603
C28,0.1uF,TopLayer,0603_C,133.5913,49.657,180,C0603
C27,22pF,TopLayer,0603_C,148.6662,46.8503,90,
C26,22pF,TopLayer,0603_C,148.6662,43.2689,90,
C25,0.1uF,TopLayer,0603_C,150.8887,59.69,360,
C24,10uF/16V,TopLayer,CASE-A_3216,143.383,28.321,270,Capacitor-P
C23,10uF/16V,TopLayer,CASE-A_3216,150.622,28.448,270,Capacitor-P
C22,0.1uF,TopLayer,0603_C,169.0497,60.96,360,
C19,22pF,TopLayer,0603_C,51.1193,22.225,360,C0805
C18,22pF,TopLayer,0603_C,35.4457,22.2504,360,C0805
C17,0.1uF,TopLayer,0603_C,47.333,22.9743,270,C0805
C16,0.1uF,TopLayer,0603_C,31.312,22.9743,270,C0805
C15,0.1uF,TopLayer,0603_C,103.7209,57.8358,180,
C13,0.1uF,TopLayer,0603_C,92.6338,61.1251,90,
C12,0.1uF,TopLayer,0603_C,96.1263,76.7588,360,
C11,0.1uF,TopLayer,0603_C,110.109,72.6313,270,
C10,0.1uF,TopLayer,0603_C,111.3028,64.0842,180,
C9,0.1uF,TopLayer,0603_C,96.012,57.5183,90,
C8,0.1uF,TopLayer,0603_C,46.609,70.9803,90,Capacitor
C7,0.1uF,TopLayer,0603_C,39.497,70.8787,90,Capacitor
C6,10uF/16V,TopLayer,CASE-A_3216,49.784,70.739,270,
C4,0.1uF,TopLayer,0603_C,33.147,70.4977,270,
C3,10uF/16V,TopLayer,CASE-A_3216,36.83,70.739,270,
C2,100uF/35V/20%,TopLayer,CAP_6.6×6.6,26.924,42.164,180,Capacitor-P
C1,0.1uF,TopLayer,0603_C,27.5463,57.1754,180,
M1,粘贴标签位置,TopLayer,Label,0,0,180,
M2,ESD,TopLayer,ESD,0,0,0,防静电标志
M3,MARK,TopLayer,MARK,184.277,94.869,0,贴片所需MARK点
M4,MARK,TopLayer,MARK,8.8392,13.208,0,贴片所需MARK点
H4,Value,TopLayer,THC7R5D3R4-M3-PTH,195,5,0,
H3,Value,TopLayer,THC7R5D3R4-M3-PTH,5,5,0,
H2,Value,TopLayer,THC7R5D3R4-M3-PTH,5,95,0,
H1,Value,TopLayer,THC7R5D3R4-M3-PTH,195,95,0,
